# MJD orderslope
# subtract (m - 84) * orderslope from each order at MJD
59391.785760 -1.406528
59391.789277 -1.413906
59391.792782 -1.420123
59391.796274 -1.431997
59392.334127 -1.490698
59392.340328 -1.512921
59392.386944 -1.503787
59392.390323 -1.490722
59392.393597 -1.480212
59392.396777 -1.471607
59392.399916 -1.459303
59392.403111 -1.448211
59392.406442 -1.440177
59392.409898 -1.433171
59392.413468 -1.421646
59392.417142 -1.412900
59392.450792 -1.362190
59392.461381 -1.344028
59392.464935 -1.343729
59392.468493 -1.338750
59392.471900 -1.331304
59392.478963 -1.327907
59392.489853 -1.299970
59392.493648 -1.300595
59392.501140 -1.298467
59392.508632 -1.296882
59392.519888 -1.286966
59392.527317 -1.283996
59392.534662 -1.280614
59392.541987 -1.274745
59392.545942 -1.270433
59392.560972 -1.245905
59392.575145 -1.250714
59392.615262 -1.178726
59392.618928 -1.179128
59392.626338 -1.181562
59392.634049 -1.180655
59392.641923 -1.181416
59392.649884 -1.183195
59392.657845 -1.183271
59392.661983 -1.184060
59392.670019 -1.186274
59392.673769 -1.190191
59392.681731 -1.191608
59392.701860 -1.207671
59392.733254 -1.216239
59392.737695 -1.217344
59392.741662 -1.219694
59392.746090 -1.220675
59392.750074 -1.217417
59392.758011 -1.217065
59392.765930 -1.220498
59392.769922 -1.220938
59392.773776 -1.224387
59392.777644 -1.226221
59392.785432 -1.229324
59392.789247 -1.236985
59392.792774 -1.243218
59392.810722 -1.259677
59393.313946 -1.167776
59393.325209 -1.188558
59393.329383 -1.200066
59393.363425 -1.244675
59393.367500 -1.245580
59393.371666 -1.257637
59393.375957 -1.258835
59393.380206 -1.263855
59393.389727 -1.274393
59393.398017 -1.279871
59393.402239 -1.281741
59393.411342 -1.286779
59393.425049 -1.288376
59393.429454 -1.287668
59393.437992 -1.292099
59393.453682 -1.307042
59393.460642 -1.313704
59393.463984 -1.315352
59393.474495 -1.325175
59393.486009 -1.341469
59393.494213 -1.351715
59393.511325 -1.378478
59393.515674 -1.381794
59393.520066 -1.389183
59393.524395 -1.383300
59393.534030 -1.387980
59393.543560 -1.389071
59393.552930 -1.402000
59393.557023 -1.402465
59393.561030 -1.408106
59393.564903 -1.406491
59393.573245 -1.400008
59393.594937 -1.412848
59393.615962 -1.412579
59393.619940 -1.422402
59393.623730 -1.424614
59394.337251 -1.338075
59394.345134 -1.354976
59394.352895 -1.363973
59394.373303 -1.371975
59394.389656 -1.393692
59394.393041 -1.393861
59394.396442 -1.397760
59394.399858 -1.403301
59394.403320 -1.405133
59394.406793 -1.405137
59394.410276 -1.406064
59394.413769 -1.418258
59394.418660 -1.409085
59394.425404 -1.429708
59394.429742 -1.437391
59394.436799 -1.448533
59394.440892 -1.450567
59394.444520 -1.453459
59394.455838 -1.460556
59394.463142 -1.473054
59394.470354 -1.475638
59394.473754 -1.479729
59394.477187 -1.480973
59394.493601 -1.499065
59394.500429 -1.504240
59394.507399 -1.510012
59394.514287 -1.519723
59394.521216 -1.529784
59394.524599 -1.533754
59394.527924 -1.539492
59394.535189 -1.536293
59394.542506 -1.539682
59394.553155 -1.552002
59394.559800 -1.554154
59394.578064 -1.577704
59394.581912 -1.585455
59394.585772 -1.586673
59394.589542 -1.593195
59394.593320 -1.593053
59394.597107 -1.591172
59394.604714 -1.601357
59394.608535 -1.602187
59394.612326 -1.607878
59394.623774 -1.613716
59394.627624 -1.625098
59394.631494 -1.618808
59395.297378 -1.806437
59397.331293 -1.974032
59397.336827 -1.961970
59397.399716 -1.927393
59397.403566 -1.924114
59397.407400 -1.918274
59397.411223 -1.916894
59397.415033 -1.915584
59397.418833 -1.912829
59397.434855 -1.931489
59397.444919 -1.917808
59397.448580 -1.916044
59397.452240 -1.914209
59397.455900 -1.912450
59397.459560 -1.910205
59397.462381 -1.899635
59397.466168 -1.894717
59397.469947 -1.890548
59397.473870 -1.885273
59397.477676 -1.883433
59397.484937 -1.877034
59397.488465 -1.872050
59397.491999 -1.870954
59397.506320 -1.858391
59397.513584 -1.856362
59397.519228 -1.844773
59397.526865 -1.833216
59397.534538 -1.826236
59397.542211 -1.815093
59397.549821 -1.815996
59397.557431 -1.814142
59397.565040 -1.811869
59397.572685 -1.814045
59397.580330 -1.806742
59397.587974 -1.803152
59397.599650 -1.794814
59397.606882 -1.794663
59397.617650 -1.794687
59397.621347 -1.791880
59397.622007 -1.775911
59397.625725 -1.773243
59397.633471 -1.770047
59397.646115 -1.781199
59397.649965 -1.779641
59397.658021 -1.784386
59397.666077 -1.782641
59397.674133 -1.783026
59397.682189 -1.783151
59397.689543 -1.793363
59397.697092 -1.797473
59397.704688 -1.787384
59397.716236 -1.786392
59397.719908 -1.784603
59397.727516 -1.796320
59397.731197 -1.791282
59397.734881 -1.793006
59397.738566 -1.794349
59397.757503 -1.818624
59397.761405 -1.818414
59397.769151 -1.825478
59397.773049 -1.831280
59397.776966 -1.838377
59397.780848 -1.836910
59397.784750 -1.841065
59397.788673 -1.840046
59397.792621 -1.843452
59397.796598 -1.844453
59397.804509 -1.856402
59398.324739 -1.846535
59398.332989 -1.888337
59398.407788 -2.101144
59398.412147 -2.105765
59398.420669 -2.110432
59398.428550 -2.118260
59398.439243 -2.135329
59398.457209 -2.143886
59398.460758 -2.143002
59398.464314 -2.150658
59398.467942 -2.151714
59398.471572 -2.148349
59398.475204 -2.145513
59398.478836 -2.152833
59398.482535 -2.160236
59398.486232 -2.158310
59398.489926 -2.162378
59398.493618 -2.161748
59398.504382 -2.158342
59398.507848 -2.153258
59398.511323 -2.154335
59398.522432 -2.176665
59398.533620 -2.191997
59398.537085 -2.191171
59398.544257 -2.190664
59398.551430 -2.184587
59398.558602 -2.178956
59398.565775 -2.177366
59398.576503 -2.165305
59398.580078 -2.169086
59398.587247 -2.166680
59398.594415 -2.166080
59398.605190 -2.159006
59398.612362 -2.148381
59398.619534 -2.140523
59398.623037 -2.133773
59398.637260 -2.112283
59398.640669 -2.110524
59398.647499 -2.102053
59398.657648 -2.091083
59398.661115 -2.085227
59398.664573 -2.082278
59398.678447 -2.066659
59398.689067 -2.060402
59398.696087 -2.061780
59398.708851 -2.036584
59398.715676 -2.031950
59398.719207 -2.024204
59398.726152 -2.019781
59398.729612 -2.018836
59398.733061 -2.009394
59398.734470 -2.012948
59398.739807 -1.996460
59398.746489 -1.983576
59398.751421 -1.991995
59398.755042 -1.986884
59398.760297 -1.971815
59398.763848 -1.964259
59398.770927 -1.951027
59398.774453 -1.943357
59398.777865 -1.945454
59398.781258 -1.944328
59398.784629 -1.940069
59399.311706 -1.867641
59399.315120 -1.863931
59399.318563 -1.871112
59399.362058 -1.846838
59399.372334 -1.842462
59399.378367 -1.839620
59399.378922 -1.849117
59399.382248 -1.848063
59399.385642 -1.849296
59399.394106 -1.849278
59399.402589 -1.852407
59399.420344 -1.854375
59399.425963 -1.854779
59399.428751 -1.852239
59399.431581 -1.848809
59399.434449 -1.846304
59399.437353 -1.842164
59399.440290 -1.839230
59399.443258 -1.836695
59399.446275 -1.834687
59399.449320 -1.831730
59399.452670 -1.821947
59399.455696 -1.819368
59399.458747 -1.815790
59399.461537 -1.813867
59399.473341 -1.804149
59399.484625 -1.799420
59399.499358 -1.788356
59399.508608 -1.787269
59399.514681 -1.792561
59399.520754 -1.790091
59399.529694 -1.783642
59399.532555 -1.781980
59399.538446 -1.777853
59399.541231 -1.774082
59399.547042 -1.769686
59399.552819 -1.767732
59399.558563 -1.763357
59399.567057 -1.763221
59399.580399 -1.758246
59399.585726 -1.756956
59399.593541 -1.750941
59399.596303 -1.749622
59399.604204 -1.745378
59399.609489 -1.742615
59399.614710 -1.735715
59399.627940 -1.727154
59399.633535 -1.719507
59399.639130 -1.716087
59399.644725 -1.714324
59399.653140 -1.712601
59399.658698 -1.712377
59399.664222 -1.710149
59399.669736 -1.708566
59399.680938 -1.697609
59399.686748 -1.694781
59399.692558 -1.693501
59399.701100 -1.692067
59399.711822 -1.693320
59399.714728 -1.692435
59399.717353 -1.695209
59399.720226 -1.695784
59399.723069 -1.695514
59399.725882 -1.694992
59399.731367 -1.694091
59399.734054 -1.695245
59399.736700 -1.695345
59399.739303 -1.696665
59399.741826 -1.698071
59399.752674 -1.693808
59399.755458 -1.694605
59399.758199 -1.693925
59399.760704 -1.694002
59399.765662 -1.692421
59399.768164 -1.692242
59399.770699 -1.692968
59399.773271 -1.696239
59399.775842 -1.699113
59399.778400 -1.700923
59399.780942 -1.704380
59399.783469 -1.704896
59400.326433 -2.108822
59400.330332 -2.121403
59400.334134 -2.122553
59400.341198 -2.130719
59400.378064 -2.151032
59400.395539 -2.163903
59400.397584 -2.164368
59400.399624 -2.171345
59400.401659 -2.173028
59400.403855 -2.176534
59400.410374 -2.170031
59400.412606 -2.171906
59400.416099 -2.170096
59400.419607 -2.172756
59400.423087 -2.175957
59400.426567 -2.168346
59400.429509 -2.173410
59400.432407 -2.177715
59400.438087 -2.178561
59400.440898 -2.182493
59400.443712 -2.184007
59400.446493 -2.182770
59400.449241 -2.184948
59400.452011 -2.184371
59400.454677 -2.184811
59400.457521 -2.192493
59400.460332 -2.196163
59400.465862 -2.198152
59400.468190 -2.195844
59400.473042 -2.196159
59400.475508 -2.199121
59400.486227 -2.205394
59400.492012 -2.211635
59400.495239 -2.214189
59400.500187 -2.224681
59400.516506 -2.232280
59400.518799 -2.235729
59400.521110 -2.238198
59400.525727 -2.241975
59400.528066 -2.243091
59400.530427 -2.244886
59400.532813 -2.250193
59400.537619 -2.245443
59400.548096 -2.247846
59400.553968 -2.253426
59400.557075 -2.259863
59400.582422 -2.253378
59400.586409 -2.249331
59400.595075 -2.266669
59438.254619 -2.372356
59438.316588 -2.499209
59438.463027 -2.352006
59438.477386 -2.345971
59438.481588 -2.353315
59438.489153 -2.322226
59438.504912 -2.336178
59438.508706 -2.333855
59438.523971 -2.312012
59438.527835 -2.305822
59438.531685 -2.301637
59438.535524 -2.299600
59438.539352 -2.294128
59438.543205 -2.292398
59438.547048 -2.288115
59438.550880 -2.283842
59438.562355 -2.282719
59438.574104 -2.269825
59438.590932 -2.254828
59438.599277 -2.251176
59438.603101 -2.246219
59438.606961 -2.241642
59438.614941 -2.236453
59438.622922 -2.229359
59438.626736 -2.225478
59438.630542 -2.221603
59438.646871 -2.193939
59438.653373 -2.180104
59438.661398 -2.180182
59438.669436 -2.180932
59438.678173 -2.194022
59438.685513 -2.183889
59438.689916 -2.191404
59438.701717 -2.191186
59438.710549 -2.213538
59438.717659 -2.194376
59438.717958 -2.205206
59438.725409 -2.187575
59438.725819 -2.160007
59438.729876 -2.158095
59438.733960 -2.154250
59438.738074 -2.152488
59438.745075 -2.176760
59438.752954 -2.178900
59438.756856 -2.181306
59438.760777 -2.181829
59438.764720 -2.179807
59438.768687 -2.182796
59438.772627 -2.180664
59438.780589 -2.185505
59438.788717 -2.167806
59439.336149 -2.316283
59439.342525 -2.310868
59439.364668 -2.307760
59439.375262 -2.300765
59439.386683 -2.292037
59439.401689 -2.283007
59439.414948 -2.280274
59439.625390 -2.243719
59439.639241 -2.238413
59439.653093 -2.230619
59439.656801 -2.222172
59439.675467 -2.223463
59439.678911 -2.224807
59439.682369 -2.225698
59439.685839 -2.231295
59439.689446 -2.232267
59439.693056 -2.236564
59439.696668 -2.238349
59439.700321 -2.244983
59439.707828 -2.264135
59439.711578 -2.271014
59439.715492 -2.273374
59439.719421 -2.274093
59439.723366 -2.275130
59439.735669 -2.271936
59439.739228 -2.272696
59439.742781 -2.273943
59439.746327 -2.273699
59439.749845 -2.273838
59439.753353 -2.274228
59439.756850 -2.275398
59439.760286 -2.276949
59439.767103 -2.287945
59439.773913 -2.292960
59440.322576 -2.316082
59440.328374 -2.308386
59440.333863 -2.299427
59440.399337 -2.252587
59440.403169 -2.253837
59440.406985 -2.250686
59440.410790 -2.249629
59440.414634 -2.250198
59440.418465 -2.251981
59440.428947 -2.251561
59440.439684 -2.265351
59440.449437 -2.265551
59440.449983 -2.257612
59440.453625 -2.257084
59440.457267 -2.259134
59440.461063 -2.259019
59440.464850 -2.259945
59440.468629 -2.258953
59440.472418 -2.259209
59440.476199 -2.259364
59440.479974 -2.259694
59440.483782 -2.261118
59440.487496 -2.261184
59440.498426 -2.262650
59440.505813 -2.262922
59440.513211 -2.260460
59440.520560 -2.259304
59440.527910 -2.254938
59440.535391 -2.255885
59440.541240 -2.258199
59440.548322 -2.255763
59440.555403 -2.252079
59440.562485 -2.246023
59440.569539 -2.241048
59440.587025 -2.235299
59440.597370 -2.228223
59440.604408 -2.221543
59440.611464 -2.216091
59440.618521 -2.216905
59440.625569 -2.212512
59440.629125 -2.211464
59440.632676 -2.210889
59440.640009 -2.206449
59440.647343 -2.212718
59440.654676 -2.210449
59440.658179 -2.209085
59440.665530 -2.206387
59440.669026 -2.203944
59440.672479 -2.199495
59440.679787 -2.188102
59440.692547 -2.199200
59440.700810 -2.204876
59440.704540 -2.203880
59440.708275 -2.200427
59440.711862 -2.198815
59440.715445 -2.196009
59440.722639 -2.179307
59440.726196 -2.176522
59440.729747 -2.173665
59440.744321 -2.147845
59440.748203 -2.145150
59440.752104 -2.142624
59440.759933 -2.143176
59440.767818 -2.150208
59440.775625 -2.157161
59440.779490 -2.163273
59441.242147 -2.554098
59441.608838 -2.145753
59441.622675 -2.134426
59441.645956 -2.132035
59441.735416 -2.063435
59441.758459 -2.060086
59442.325089 -2.303992
59442.331843 -2.300138
59442.398452 -2.328978
59442.402505 -2.327657
59442.406528 -2.319083
59442.410608 -2.312494
59442.414657 -2.309736
59442.432928 -2.280966
59442.449653 -2.265901
59442.453054 -2.261484
59442.456471 -2.250905
59442.459929 -2.238521
59442.463398 -2.228502
59442.470415 -2.207392
59442.473957 -2.196763
59442.477506 -2.186619
59442.481113 -2.176431
59442.484722 -2.169303
59442.488333 -2.158851
59442.498931 -2.138190
59442.505963 -2.124796
59442.509564 -2.121275
59442.516793 -2.113591
59442.520389 -2.107816
59442.523948 -2.104663
59442.527503 -2.100857
59442.531052 -2.096526
59442.534584 -2.091303
59442.538109 -2.082595
59442.541627 -2.071836
59442.545094 -2.065758
59442.548550 -2.054660
59442.559057 -2.017964
59442.562692 -2.008451
59442.566325 -1.996617
59442.569928 -1.986164
59442.580975 -1.982257
59442.598896 -1.986438
59442.602838 -1.973763
59442.610790 -1.955637
59442.689571 -1.956295
59442.697121 -1.981932
59443.304648 -2.143840
59443.314759 -2.155402
59443.323435 -2.155547
59443.395483 -2.168955
59443.399728 -2.167247
59443.416530 -2.124859
59443.427623 -2.118853
59443.438816 -2.097055
59443.450021 -2.088306
59443.454196 -2.079742
59443.463148 -2.084379
59443.466870 -2.086821
59443.488426 -2.070491
59443.492582 -2.066743
59443.737171 -1.917196
59443.770454 -1.977981
59443.779463 -1.979282
59444.335333 -2.216418
59444.340367 -2.213138
59444.393872 -2.292775
59444.397687 -2.292051
59444.401490 -2.290711
59444.405283 -2.286368
59444.409099 -2.282636
59444.412198 -2.266488
59444.416138 -2.268340
59444.420093 -2.268499
59444.438796 -2.275989
59444.448158 -2.280625
59444.451605 -2.281014
59444.455093 -2.276079
59444.458590 -2.273006
59444.462096 -2.268696
59444.465622 -2.266825
59444.469155 -2.262057
59444.472693 -2.259642
59444.476252 -2.257904
59444.479816 -2.254427
59444.483384 -2.251401
59444.486977 -2.250714
59444.500880 -2.245517
59444.507897 -2.244516
59444.514914 -2.243222
59444.521938 -2.239900
59444.528962 -2.236851
59444.535987 -2.234799
59444.542981 -2.230926
59444.549975 -2.227650
59444.557033 -2.224805
59444.564073 -2.221605
59444.571113 -2.215870
59444.578175 -2.210579
59444.588441 -2.205085
59444.595345 -2.198575
59444.602249 -2.190662
59444.609173 -2.183725
59444.616096 -2.179781
59444.623001 -2.173615
59444.629927 -2.170063
59444.636853 -2.167564
59444.640300 -2.167328
59444.647196 -2.163117
59444.654122 -2.157636
59444.661047 -2.156357
59444.664412 -2.155927
59444.671481 -2.157063
59444.678652 -2.156506
59444.681968 -2.153654
59444.688944 -2.142321
59444.691493 -2.132050
59444.695092 -2.127566
59444.698661 -2.127977
59444.702224 -2.126784
59444.705783 -2.127054
59444.709321 -2.124791
59444.713355 -2.134457
59444.716781 -2.133379
59444.720172 -2.131487
59444.723545 -2.132044
59444.726897 -2.132213
59444.737365 -2.125227
59444.741046 -2.124350
59444.744730 -2.123273
59444.751976 -2.130889
59444.755595 -2.133006
59445.325762 -2.215889
59445.341732 -2.203105
59445.346600 -2.199750
59445.392527 -2.251969
59445.396429 -2.247718
59445.400313 -2.251063
59445.404181 -2.248914
59445.408033 -2.249703
59445.411897 -2.252481
59445.421739 -2.256918
59445.425507 -2.254689
59445.436467 -2.256780
59445.445454 -2.250238
59445.454461 -2.252741
59445.457941 -2.253669
59445.461431 -2.251451
59445.464930 -2.251472
59445.468462 -2.250504
59445.472000 -2.251763
59445.475543 -2.251651
59445.479172 -2.253358
59445.482803 -2.252348
59445.489894 -2.242848
59445.504259 -2.249163
59445.511287 -2.245709
59445.518314 -2.245833
59445.525307 -2.243866
59445.532371 -2.245520
59445.539435 -2.244650
59445.546475 -2.240019
59445.550028 -2.235657
59445.557097 -2.234564
59445.564167 -2.232174
59445.571205 -2.229669
59445.578244 -2.225010
59445.585283 -2.219609
59445.602989 -2.206765
59445.610013 -2.198181
59445.617038 -2.189988
59445.627474 -2.181057
59445.634507 -2.175161
59445.641541 -2.170102
59445.648521 -2.168622
59445.652026 -2.164589
59445.659015 -2.162675
59445.666005 -2.160263
59445.676522 -2.161433
59445.679981 -2.157677
59445.687083 -2.158903
59445.697785 -2.154596
59445.701418 -2.153145
59445.705049 -2.149136
59445.708679 -2.146411
59445.712257 -2.142658
59445.715831 -2.141794
59445.719401 -2.138638
59445.722938 -2.136401
59445.726468 -2.131456
59445.729991 -2.127836
59445.733399 -2.121584
59445.736791 -2.118607
59445.740165 -2.117599
59445.750638 -2.108128
59445.754313 -2.105944
59445.757989 -2.112697
59445.765075 -2.110440
59445.768603 -2.115992
59446.333234 -2.035068
59446.341513 -2.049146
59446.348608 -2.067938
59446.405177 -2.138020
59446.407609 -2.142679
59446.411308 -2.148601
59446.415046 -2.147606
59446.418760 -2.152517
59446.428580 -2.173161
59446.715203 -2.071278
59447.342474 -2.135463
59447.347426 -2.133904
59447.352192 -2.134667
59447.388368 -2.149848
59447.393237 -2.152096
59447.398062 -2.155218
59447.402793 -2.155783
59447.407441 -2.157520
59447.412120 -2.156310
59447.418124 -2.161591
59447.429638 -2.169701
59447.445674 -2.180871
59447.450296 -2.179468
59447.454852 -2.176616
59447.459383 -2.175741
59447.463858 -2.174748
59447.481355 -2.168729
59447.485662 -2.169625
59447.498058 -2.162686
59447.506592 -2.162153
59447.519219 -2.167113
59447.527574 -2.167764
59447.544234 -2.165128
59447.569297 -2.156981
59447.573729 -2.157335
59447.577655 -2.156966
59447.585957 -2.157058
59447.594258 -2.156283
59447.602590 -2.153045
59447.610893 -2.155875
59447.624120 -2.151018
59447.627930 -2.150414
59447.631732 -2.145910
59447.635526 -2.143213
59447.643517 -2.136975
59447.651376 -2.132272
59447.659235 -2.130363
59447.667084 -2.128323
59447.674932 -2.127416
59447.682781 -2.126069
59447.686563 -2.130526
59447.694467 -2.137714
59447.701967 -2.152796
59447.709070 -2.144840
59447.712788 -2.142665
59447.716509 -2.142694
59447.720234 -2.143970
59447.723932 -2.143787
59447.727633 -2.143753
59447.731337 -2.144856
59447.735019 -2.145601
59447.738703 -2.147172
59447.742390 -2.146642
59447.746045 -2.144769
59447.749701 -2.145803
59447.753356 -2.149956
59447.760794 -2.143453
59447.764675 -2.143477
59447.768576 -2.144191
59447.772500 -2.151065
59447.776327 -2.151142
59447.780171 -2.158966
59448.249205 -2.197789
59448.563549 -1.931524
59448.754724 -2.075539
59451.354703 -2.068410
59451.358962 -2.057074
59451.391635 -2.084115
59451.395881 -2.084568
59451.400079 -2.082178
59451.408555 -2.072802
59451.424697 -2.072651
59451.428390 -2.070942
59451.432108 -2.071507
59451.441207 -2.070306
59451.450273 -2.065046
59451.457980 -2.059674
59451.461831 -2.057504
59451.465686 -2.056976
59451.473373 -2.054233
59451.484198 -2.058971
59451.494609 -2.050893
59451.509137 -2.048301
59451.520505 -2.046948
59451.529398 -2.034462
59451.538388 -2.040606
59451.544278 -2.031497
59451.549053 -2.035178
59451.559098 -2.024037
59451.574797 -2.024556
59451.586706 -2.013413
59451.593372 -2.013827
59451.596894 -2.016337
59451.610128 -1.989997
59451.613873 -1.986724
59451.620665 -2.010915
59451.623817 -2.006512
59451.626991 -2.005832
59451.630450 -2.004456
59451.633639 -2.003135
59451.634714 -1.977907
59451.638171 -1.977973
59451.645016 -1.976328
59451.651860 -1.973275
59451.655180 -1.973857
59451.658743 -1.978135
59451.666449 -2.002943
59451.691218 -2.010244
59451.700529 -2.016255
59451.706710 -2.025127
59451.709952 -2.023784
59451.713103 -2.024545
59451.716134 -2.025265
59451.719137 -2.026091
59451.722088 -2.027730
59451.730482 -2.043096
59451.733349 -2.044707
59451.733584 -2.019488
59451.742560 -2.010558
59451.751515 -2.029446
59451.754747 -2.030828
59451.757971 -2.033438
59451.764339 -2.036877
59451.767478 -2.040249
59451.770531 -2.043630
59451.773543 -2.045677
59451.776509 -2.051286
59452.278957 -2.366104
59452.310754 -2.416799
59452.510337 -2.279791
59452.566645 -2.238554
59452.575763 -2.259859
59452.588998 -2.243028
59452.602731 -2.208796
59452.614271 -2.247986
59452.634188 -2.241587
59452.679936 -2.295429
59452.722457 -2.323134
59453.332439 -2.205527
59453.391530 -2.272052
59453.395743 -2.267282
59453.399935 -2.260851
59453.415256 -2.265275
59453.418774 -2.266732
59453.422311 -2.268104
59453.443541 -2.259052
59453.446993 -2.262629
59453.450901 -2.264953
59453.458858 -2.265190
59453.469498 -2.258280
59453.473081 -2.258808
59453.476842 -2.254596
59453.480767 -2.246467
59453.491282 -2.240652
59453.502999 -2.243521
59453.511105 -2.246818
59453.514946 -2.252315
59453.523334 -2.246496
59453.527238 -2.250779
59453.535623 -2.241845
59453.556883 -2.190347
59453.568533 -2.186358
59453.573635 -2.198849
59453.577608 -2.191942
59453.582510 -2.190080
59453.599961 -2.160856
59453.612497 -2.150335
59453.625286 -2.134452
59453.638229 -2.121592
59453.647258 -2.118821
59453.697391 -2.057711
59453.715065 -2.073204
59453.723724 -2.070509
59453.729026 -2.011262
59453.743634 -2.003304
59453.749139 -2.003756
59453.754519 -1.993174
59453.759760 -1.989288
59453.764843 -1.992120
59453.772753 -2.033907
59453.777345 -2.028353
59453.781707 -2.036808
59453.785805 -2.042399
59454.332605 -2.100002
59454.338072 -2.081892
59454.396236 -2.032653
59454.400293 -2.032206
59454.404320 -2.030637
59454.410637 -2.010331
59454.414699 -2.011406
59454.418734 -2.016203
59454.432866 -2.005755
59454.449526 -1.984754
59454.453278 -1.986744
59454.457248 -2.012987
59454.460907 -2.012573
59454.464566 -2.002108
59454.468224 -2.000314
59454.471921 -1.993228
59454.475799 -1.988431
59454.479843 -1.986694
59454.495049 -1.975102
59454.498861 -1.971164
59454.511378 -1.981838
59454.519331 -1.985368
59454.523177 -1.984608
59454.531341 -1.978888
59454.535799 -1.973265
59454.539621 -1.975781
59454.548095 -1.973345
59454.555837 -1.976502
59454.564641 -1.972427
59454.568554 -1.972013
59454.577613 -1.964080
59454.581597 -1.962926
59454.594976 -1.953522
59454.608803 -1.944886
59454.623459 -1.932054
59454.644314 -1.922651
59454.648885 -1.919022
59454.670137 -1.919102
59454.686216 -1.935415
59454.696221 -1.932298
59454.712118 -1.911412
59454.723646 -1.919487
59454.735947 -1.927651
59454.742088 -1.933794
59454.748120 -1.934523
59454.754023 -1.932984
59454.773106 -1.900176
59454.780110 -1.910551
59455.325319 -2.010531
59455.331062 -1.980127
59455.336540 -1.976808
59455.396540 -2.011792
59455.402736 -1.993733
59455.404945 -1.961185
59455.412847 -1.971172
59455.416783 -1.968339
59455.427535 -1.960998
59455.431644 -1.965674
59455.442074 -1.960399
59455.445922 -1.963316
59455.450703 -1.957451
59455.455413 -1.961926
59455.460059 -1.963273
59455.464646 -1.963581
59455.469275 -1.964884
59455.473849 -1.966021
59455.478373 -1.968640
59455.490400 -1.971708
59455.498808 -1.984055
59455.507216 -1.993320
59455.515625 -2.002046
59455.532437 -2.007729
59455.540855 -2.018709
59455.544971 -2.020949
59455.549245 -2.020937
59455.557635 -2.025200
59455.595529 -2.038687
59455.600062 -2.045680
59455.604605 -2.048045
59455.609206 -2.047816
59455.622820 -2.036459
59455.633225 -2.049751
59455.641320 -2.044109
59455.645978 -2.043345
59455.650665 -2.040595
59455.660315 -2.044679
59455.673427 -2.123215
59455.677849 -2.130020
59455.682097 -2.132298
59455.687924 -2.072628
59455.692843 -2.072869
59455.700227 -2.116548
59455.715450 -2.140705
59455.719151 -2.146185
59455.722856 -2.152289
59455.738396 -2.132515
59455.742670 -2.137288
59456.289448 -2.474737
59456.530095 -2.290323
59456.538719 -2.295504
59456.546959 -2.289991
59456.549550 -2.288307
59456.552178 -2.287194
59456.554752 -2.286616
59456.557275 -2.285466
59456.559852 -2.282502
59456.562382 -2.279915
59456.567313 -2.277813
59456.569722 -2.275569
59456.572097 -2.273570
59456.574440 -2.271700
59456.576754 -2.270613
59456.602315 -2.240470
59456.606508 -2.238579
59456.610537 -2.236216
59456.616276 -2.234398
59456.618136 -2.232494
59456.619992 -2.235057
59456.621854 -2.237183
59456.623723 -2.235556
59456.626989 -2.227606
59456.631357 -2.222363
59456.635700 -2.219748
59456.638080 -2.219661
59456.642899 -2.219102
59456.645340 -2.217957
59456.647803 -2.216895
59456.654995 -2.214190
59456.657527 -2.213292
59456.662375 -2.212311
59456.664899 -2.209345
59456.669851 -2.212645
59456.674814 -2.214334
59456.677416 -2.213694
59456.684777 -2.217282
59456.687055 -2.220022
59456.692293 -2.231507
59456.694201 -2.231327
59456.696115 -2.230360
59456.698036 -2.228669
59456.699962 -2.226912
59456.701896 -2.225050
59456.703837 -2.223509
59456.705725 -2.223388
59456.707619 -2.221758
59456.711425 -2.218970
59456.717188 -2.211827
59456.724184 -2.198582
59456.732242 -2.206072
59456.735934 -2.206984
59456.741514 -2.205810
59456.743387 -2.206059
59456.747156 -2.205781
59456.749053 -2.206621
59456.756741 -2.213964
59456.762641 -2.219352
59456.766658 -2.228354
59457.341375 -1.993033
59457.346583 -1.957537
59457.351839 -1.941361
59457.398070 -1.882891
59457.401984 -1.873389
59457.405940 -1.865176
59457.409820 -1.853532
59457.413720 -1.843858
59457.417554 -1.832801
59457.425041 -1.837455
59457.432076 -1.824193
59457.440996 -1.795333
59457.450119 -1.777408
59457.466137 -1.735976
59457.469595 -1.732781
59457.473073 -1.727999
59457.476666 -1.721772
59457.487510 -1.737933
59457.490837 -1.732535
59457.494188 -1.726511
59457.497561 -1.723057
59457.500954 -1.718210
59457.511712 -1.700132
59457.515528 -1.700574
59457.522860 -1.692889
59457.530276 -1.683854
59457.534081 -1.683938
59457.541549 -1.681956
59457.549054 -1.681234
59457.556559 -1.680319
59457.564064 -1.674206
59457.571543 -1.667056
59457.574917 -1.666889
59457.590664 -1.674006
59457.601872 -1.662418
59457.608470 -1.646667
59457.619733 -1.627007
59457.623392 -1.627890
59457.631227 -1.622914
59457.639206 -1.623421
59457.650838 -1.619083
59457.663114 -1.612241
59457.682949 -1.607547
59457.691053 -1.606914
59457.699565 -1.621204
59457.712339 -1.646169
59457.720507 -1.640989
59457.728819 -1.643778
59457.732897 -1.648292
59457.749862 -1.621460
59457.759287 -1.628497
59457.764114 -1.633241
59457.768972 -1.636401
59457.773768 -1.641483
59457.778493 -1.650682
59457.787606 -1.667305
59457.791957 -1.676879
59493.293677 -2.320494
59493.323756 -2.219173
59493.403761 -2.272115
59493.414827 -2.287330
